State,Attraction,Address,City,Zip Code,"Location (Lat, Long)",Rating,Image URL,Category,Opening Hours
ME,Thurston Park,"375 York Town Road, China",China,4358,"44.463739, -69.4582982",4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOcmi-epDuZ7fh7MWDymI8PspnUsDrd6dUhFMKMNhR98e3Gj_7FBEZjj8zbDsKwaeipNjJhUoBmv4sOp2CDeVawKY5_VtswrAExznIJkBrQmZBvu0u7RugN6r-yjQF5JUMEPIYZB6bhNjA-7ZgabSsqOztYl2Z8z8BxYPgb30fLS2OE&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 6:00AM - 8:00PM
Tuesday: 6:00AM - 8:00PM
Wednesday: 6:00AM - 8:00PM
Thursday: 6:00AM - 8:00PM
Friday: 6:00AM - 8:00PM
Saturday: 6:00AM - 8:00PM
Sunday: 6:00AM - 8:00PM"
ME,Sugar Bush Nature Reserve,"P7GP+J6, Skowhegan",Skowhegan,4976,"44.7265561, -69.71443579999999",5,N/A,"tourist_attraction, point_of_interest, establishment",N/A
ME,River Fest,"29 Island Avenue, Skowhegan",Skowhegan,4976,"44.76503659999999, -69.7193803",N/A,N/A,"tourist_attraction, point_of_interest, establishment","Monday: 12:00AM - 8:00PM
Tuesday: 12:00AM - 8:00PM
Wednesday: 6:00AM - 9:00PM
Thursday: 10:00AM - 9:00PM
Friday: 10:00AM - 10:00PM
Saturday: 7:15AM - 10:00PM
Sunday: 12:00AM - 8:00PM"
ME,Messalonskee Stream Trail,"1115-1119 Kennedy Memorial Drive, Oakland",Oakland,4963,"44.5469375, -69.7117013",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOVY7xLcl1FK5odUUjz7HP9cu9hrEHK4y7dl5rFbtlvgkzw1_fiw5s9vfQ_RsmF_xAhbPFWCJZyBvYGMujQyfJTC7Q5WuEtGLZbERVWlPW3ci6N2ddAhg1cEZvSiuzZbNvjh7I2beMAmACeupWCiCPJFeJ8fQ26jKtISZoOK0Ac4W6i&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
ME,Pleasant Point Park,"59 McGrath Pond Road, Oakland",Oakland,4963,"44.5686072, -69.75675020000001",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DP9dREfVgTXBq0EzaR2aAHaHXEsvy-2Yyl9LoydZEh9KAdhaTKFhGnDEhe85ho_ldGD1bxZprtm9vJm0myw0ZjZqLsYiTITxs721CN5-wSpeDdQLvYwfr_FH7rE4lR426PbjvH43tdMLh9g6vuBqG4Qa4-D6DI7rqXbJGI99zFM17iE&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: 6:00AM - 8:00PM
Tuesday: 6:00AM - 8:00PM
Wednesday: 6:00AM - 8:00PM
Thursday: 6:00AM - 8:00PM
Friday: 6:00AM - 8:00PM
Saturday: 6:00AM - 8:00PM
Sunday: 6:00AM - 8:00PM"
ME,Lake St. George State Park,"278 Belfast Augusta Road, Liberty",Liberty,4949,"44.3976277, -69.347115",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DM2_oS4c0ZB8DuMJCtNXzA-8swffEY0UWo1VXYFUe6Wt8j-3TTh4oMidUM87kAFvVvHyLDLVHe_OXpXj3eUqowXccz3hC3pQbBfI8XH00btepKd2kOnxTCDOpqen6WvbQ5xnCHXahmE0FFjYhn7cdtKsAX5njIRFezaJpB1VwXv8pnO&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment","Monday: 9:00AM - 8:00PM
Tuesday: 9:00AM - 8:00PM
Wednesday: 9:00AM - 8:00PM
Thursday: 9:00AM - 8:00PM
Friday: 9:00AM - 8:00PM
Saturday: 9:00AM - 8:00PM
Sunday: 9:00AM - 8:00PM"
ME,Watson's Paw,"9MW7+89, Liberty",Liberty,4949,"44.397253, -69.336811",5,N/A,"tourist_attraction, point_of_interest, establishment",N/A
ME,The Danielson Foot,"9MW7+89, Liberty",Liberty,4949,"44.3969908, -69.3366219",N/A,N/A,"tourist_attraction, point_of_interest, establishment",N/A
MD,Boulder Bridge,Washington,Washington,20008,"38.948351, -77.04492660000001",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMS50S0hMg0OAQb6MyiQHCETOw_8MABYIxAIecfa_XeZ5z4VDj2kArtTT_n8fRsaO4c4zCJBBhBVqKFyLlWIETxLdDwNEsu2LXZujNg8HVnNNSY-6qaGn8DE7hjQeAuOx_bQzWvXmDGNDt6I_5FmSQiN9R9IjJFny8Hv3pDiuxEf97z&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment",N/A
MD,Bollman Iron Truss Bridge,Laurel,Laurel,20723,"39.1348259, -76.8250377",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMt62V_hTtB_jwSQ9Tu7J3vYkPY3QMJZ7xrBNMJ9EbodgljU-raifFB5dYjFUElHNP8jQUKgMr0NDILxSV6M-6Hai9EI-3uKQiSfkpgW5e5p7jVi07siUvhfo_JunRgm40AeEIF_77h4EhGGioafBLAxIgKxXoFwSTghPd-2cRlpVCi&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: 8:00AM - 7:00PM
Tuesday: Closed
Wednesday: Closed
Thursday: 8:00AM - 7:00PM
Friday: Closed
Saturday: Closed
Sunday: Closed"
MD,Smithsonian Castle,"1000 Jefferson Drive Southwest, Washington",Washington,20560,"38.8887861, -77.0260229",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DP3Xv5HGl3zcM2uEDNOEE2wt0xy-rcbFQFeHcqbMVJlLtlpG_QbQqqkZTAIg-8jSSh9z4xSxpH5fPwlXHZ8xaytHFjdVwR_AWNkoF4mmLiSz0HHO2T6Jdd9f08MZ-xsJeK9mkshiqNEJPkCf-Y4SROPPqwqUETPYJDkO4K5qZOcw0wo&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, travel_agency, point_of_interest, establishment",N/A
MD,The White House,"1600 Pennsylvania Avenue Northwest, Washington",Washington,20500,"38.8976763, -77.0365298",N/A,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMpjzxyVtyJIrm225XcDIE3ss6T7I2fxBEHcn3z9VbVXTYbJzZv4KOcsXexCYjtyI4ILaY5FULJLNFyoKO-OqZ0zUVbLyG6lhlOWOM-Y7Jm5Lw7SYiYqbYUI36f7a4vHSC15sxWNp61gwv3B3-2s5YwAVHACorTLNNv2NVE0WiHXJm7&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment",N/A
MD,National Building Museum,"401 F Street Northwest, Washington",Washington,20001,"38.8977516, -77.0176188",4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNO9Bd6U7zZm1BXKnUKPtmJbLfC1FTf7ZM1gti5MCDSwG09AD0beCLy4Av58D1hn574SmVLHCApD_s7e21ZCCHEM23v01LDE3HxdO9bODu9nQ-8MZOELWp3IC0JQ0wt_6FqFr5I4o5TNddFJUzlSTFgHiUfCJPe1XWnXsCMelgDYxgo&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment","Monday: 10:00AM - 4:00PM
Tuesday: Closed
Wednesday: Closed
Thursday: 10:00AM - 4:00PM
Friday: 10:00AM - 4:00PM
Saturday: 10:00AM - 4:00PM
Sunday: 10:00AM - 4:00PM"
MD,National Gallery of Art,"Constitution Avenue Northwest, Washington",Washington,20565,"38.891298, -77.019965",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DP8_-Su2SBMm46Eaxbh2t1b_gU9I6MWpBfuYQz-h5BVsMfhOwbnXbBR5CSUw0qaQmUQZM6bvvWCtqRU8JRjFKp9A0LGwwOoWVMFgzTPS_OryL8RTo4idDJjPVyRMiCaqhkZVv0eg8oAYwqULNdBcy_qzFVfIY09pQHDAO1_ocxad45H&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, art_gallery, museum, point_of_interest, establishment","Monday: 10:00AM - 5:00PM
Tuesday: 10:00AM - 5:00PM
Wednesday: 10:00AM - 5:00PM
Thursday: 10:00AM - 5:00PM
Friday: 10:00AM - 5:00PM
Saturday: 10:00AM - 5:00PM
Sunday: 10:00AM - 5:00PM"
MD,The Biltmore Hotel,"205 West Madison Street, Baltimore",Baltimore,21201,"39.2983086, -76.6189277",3.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMVkmO3qzwUTDLdDqigO4f9L6pgAKP1152bbE64tvn3Lr82Ezs6xzRUWBsfxDW1LpSS17qMRe_i8AyoW_22o3na-Msa5ZjO3r7gscpK9PLaJu5mkVK0y_AT76kUVwy9KgLFjvgxFXX0Wx-mkZkRzR03nW-tdZgFfGyu4sAo7CXKPGth&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"lodging, tourist_attraction, point_of_interest, establishment",N/A
MD,Oriole Park at Camden Yards,"333 West Camden Street, Baltimore",Baltimore,21201,"39.28381940000001, -76.62167819999999",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNd6T25W1aNGl-kX0VSyE306AjbdDRTSphYQriHDO9aiALmOpl_-2CkZ_wAhDY6OIsHLBcccwF9VQ_kjDzhpuuXzXNaWTNdVBXUXxIkDk4gJHhpb5_e8YBYiCIKTU_oQo2_s0lDpcmEN0TTOwLr6kzXm6LZMtOVqjpc5rQ_WEmR01Xh&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"stadium, tourist_attraction, point_of_interest, establishment",N/A
MD,Washington Monument,"2 15th Street Northwest, Washington",Washington,20024,"38.8894838, -77.0352791",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNYl45osPNB_ABm-6tnWf8GkFFy6dkZXkt7KrWYQVZER-ZTJuBtzxtmwDOWZBrAqz4cKBuWyXIEbYrihHBhojtOjugPkc9xrUHWe1vrxTKc31BK5ogirKaLFhXZQeNW6Bzuf1qf0SeL7t3U7-IfW3r_tEf9xlD_90aIjrTCoHtYt0vE&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, landmark, point_of_interest, establishment","Monday: 9:00AM - 5:00PM
Tuesday: 9:00AM - 5:00PM
Wednesday: 9:00AM - 5:00PM
Thursday: 9:00AM - 5:00PM
Friday: 9:00AM - 5:00PM
Saturday: 9:00AM - 5:00PM
Sunday: 9:00AM - 5:00PM"
MD,Smithsonian National Zoological Park,"3001 Connecticut Avenue Northwest, Washington",Washington,20008,"38.9296156, -77.0497844",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPywzZihQ4_ZT96N_bUdKnbJWgIwvJzZYfRQpXxs376jiTNpFK3IzUa1S-nn0LN38dobsP8wu3W8KZmN7ZORsuboumfoGhru9LvDqG9Kipk_e7hZjpq6tvvPDESuZOLiIfPHcZvSRoXxvEuwst_Mgqgb7p94EaO2EY1bIUoUuGFBhtr&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"zoo, tourist_attraction, point_of_interest, establishment","Monday: 8:00AM - 4:00PM
Tuesday: 8:00AM - 4:00PM
Wednesday: 8:00AM - 4:00PM
Thursday: 8:00AM - 4:00PM
Friday: 8:00AM - 4:00PM
Saturday: 8:00AM - 4:00PM
Sunday: 8:00AM - 4:00PM"
MD,Lincoln Memorial,"2 Lincoln Memorial Circle Northwest, Washington",Washington,20002,"38.8892686, -77.050176",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DP0UMOYwm2s1d4XXDK3gAX6NsEFjOWirpSvgcH_I5xvzomFnVEGIYzqoVEruRP_ZymsXoPfuSxx-IydmSiVKMGCZc6niTY_wrNwiZ41kcoZxuR_HzSzwvbbOw9TS3rgFLF6_cyU9bvZ7YPdJexuK_I3b8-W2QZ3ElPT_m0E6pXSYaTA&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, park, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
MD,Smithsonian National Museum of Natural History,"10th St. & Constitution Avenue Northwest, Washington",Washington,20560,"38.8912662, -77.0260654",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNn7cKIzMrjHYW1KIAJ5TmnkerXdtR2M8xHmS2XFu-ED1vsVV5mtryuixvDyeQtYRGvv-h3gQqB9sRtZ0NAYO0Ai-s5GZUEy6pK5pkn-H-eBd28-11AbxybR1o8dAKfZL4fhj47m6zYfoMdGaXyCooD0rsOGg6MyTT02NA6LOJd8fea&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, point_of_interest, establishment","Monday: 10:00AM - 5:30PM
Tuesday: 10:00AM - 5:30PM
Wednesday: 10:00AM - 5:30PM
Thursday: 10:00AM - 5:30PM
Friday: 10:00AM - 5:30PM
Saturday: 10:00AM - 5:30PM
Sunday: 10:00AM - 5:30PM"
MD,National Aquarium,"501 East Pratt Street, Baltimore",Baltimore,21202,"39.2853928, -76.6083984",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOlt1_nhkxYw2QU3e89t2zI6abJdWtMxqhbCJOWN790guKTEz0HArqtUcn-6Z5060mSnjrgCKfS69aaJK2QMteQe9iXeFZwy_No_GPFetwnQs4N3RogyyTGnngYjlGG3v4zG2K3hUWrRgUvq_NwyCZ0vR8bXm5u_Zo-39WizbTWcT0I&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"aquarium, tourist_attraction, museum, point_of_interest, establishment","Monday: 10:00AM - 5:00PM
Tuesday: 10:00AM - 5:00PM
Wednesday: 10:00AM - 5:00PM
Thursday: 10:00AM - 5:00PM
Friday: 10:00AM - 9:00PM
Saturday: 10:00AM - 6:00PM
Sunday: 10:00AM - 6:00PM"
MD,Library of Congress,"101 Independence Avenue Southeast, Washington",Washington,20540,"38.888684, -77.004719",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPkE5cmHbpj8BkFCD7DJlrANJSTAz89cLYMjefWy-XIIc9fuWdcREsoox5d-KlrLCkHRK_o33DXr9UdxDNyA0gYZ_GfpjmPm_cseokhLL1sfNmYBGdxl3UDktnAI-w9HINSM-LvmVdnOrQ_oU_9iXYl88Gzoj_fBBOwwCZTHgpp8qJ0&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, library, point_of_interest, establishment","Monday: Closed
Tuesday: 10:00AM - 5:00PM
Wednesday: 10:00AM - 5:00PM
Thursday: 10:00AM - 8:00PM
Friday: 10:00AM - 5:00PM
Saturday: 10:00AM - 5:00PM
Sunday: Closed"
MD,Smithsonian National Air and Space Museum,"600 Independence Avenue Southwest, Washington",Washington,20560,"38.88816010000001, -77.0198679",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOCnMFpSmHJ6VGjdwZApbwdAuJFkpLkwRWFQJpS2pPj-G_aLXBWgXmAyJRu6S4S5h6peDm8_BxBY6XPG_2_3W6XvVhS30EExPmcfRzktwVm2NgUlGlOyg0DD-FcS8ujzHPWgs5-YZsKkUcwoN4Rro60CHPX-YBOLKad2g9h_pWsisby&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, point_of_interest, establishment","Monday: 10:00AM - 5:30PM
Tuesday: 10:00AM - 5:30PM
Wednesday: 10:00AM - 5:30PM
Thursday: 10:00AM - 5:30PM
Friday: 10:00AM - 5:30PM
Saturday: 10:00AM - 5:30PM
Sunday: 10:00AM - 5:30PM"
MD,National Museum of the American Indian,"4th Street Southwest, Washington",Washington,20560,"38.8883484, -77.01650339999999",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMBg0yA8BiHbh4XRacdut3H6lAR5ikne8U-ccswpNDXBTZXiXd7yVDDV-hU2iPVG0I8spC38-wykRSS0t8l-28TdcwPto2xpYt94lr7XX_wVUHtFKvOANFZ_5dW2ChTDUwuCeikX9GlmiOK1QRPfi0-edMRasXu8fxyVaXmPZd2N9gF&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, point_of_interest, establishment","Monday: 10:00AM - 5:30PM
Tuesday: 10:00AM - 5:30PM
Wednesday: 10:00AM - 5:30PM
Thursday: 10:00AM - 5:30PM
Friday: 10:00AM - 5:30PM
Saturday: 10:00AM - 5:30PM
Sunday: 10:00AM - 5:30PM"
MD,Smithsonian National Museum of American History,"1300 Constitution Avenue Northwest, Washington",Washington,20560,"38.89127930000001, -77.03005089999999",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOjuYVKc69h4naNKJVC_j58dvBLv4buUs9w_Efft2k-ouXAGquez5OJ2KJ7k-q6LCO7f1_XGRyvxDROvrP1CmESdgqXxAX6KcFJ4Qa2_4_lL26s5-XklAScPcmOwXMnv64Iibf2pNr7j7zZPN20XpxX0XDdaC4amYmxpOoGBLzB5rb8&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, point_of_interest, establishment","Monday: 10:00AM - 5:30PM
Tuesday: 10:00AM - 5:30PM
Wednesday: 10:00AM - 5:30PM
Thursday: 10:00AM - 5:30PM
Friday: 10:00AM - 5:30PM
Saturday: 10:00AM - 5:30PM
Sunday: 10:00AM - 5:30PM"
MD,Arlington National Cemetery,Arlington,Arlington,,"38.8768684, -77.0707857",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOx6Mgt7V2-Whv477YjJlR3T8zw7HcTP9JvIo_kRmFhuN7Ves5Jqp2NBBQhcSYibQaN0JEHGXW1z6H5Eb2oryKZRrV_Q0wewavS_Tm0OLWo7nsUvk08UrEUFXnVGioMEgMsYrTO0kfeBSq0rxc-hpLmP5tRkaWEnMwdFlH4Y9Rvvc-B&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, cemetery, point_of_interest, establishment","Monday: 8:00AM - 5:00PM
Tuesday: 8:00AM - 5:00PM
Wednesday: 8:00AM - 5:00PM
Thursday: 8:00AM - 5:00PM
Friday: 8:00AM - 5:00PM
Saturday: 8:00AM - 5:00PM
Sunday: 8:00AM - 5:00PM"
MD,John F. Kennedy Center for the Performing Arts,"2700 F Street Northwest, Washington",Washington,20566,"38.8958482, -77.05568269999999",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOprWmWcfvb_TZQgSXddQP-ltrkiWgs8do8fOe2-QD1hG1J2iw3Vi9hVevNoqJdHRx4S9BSWl9-kw8wTWvjDh15cSeSjjx9fTDuQt0olkbvjP2y9jugdbmNL2nwEAuKa4P7ptSY5dEpqC6a8uWJkx4kMaN3Gu1Jy4ZWGDAnhKGRHgNh&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: 10:00AM - 12:00 AM
Tuesday: 10:00AM - 12:00 AM
Wednesday: 10:00AM - 12:00 AM
Thursday: 10:00AM - 12:00 AM
Friday: 10:00AM - 12:00 AM
Saturday: 10:00AM - 12:00 AM
Sunday: 10:00AM - 12:00 AM"
MD,United States Capitol,Washington,Washington,20004,"38.8899389, -77.0090505",4.6,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMg0-bPq2GhkH3fNGlXbFwhsRxuHz4fJwYpF448SBB51TYdW84uNth9wZVuQcYxtifFdJUnzWdW5ul6JOS55fLtQrGWwbNxJmH9dn88xCersGQVpRw7yvQZ81CT3g7xp9n4Ch-CIvDwxKgjAYyQRwBpWF5_quclRFdMIL0-eXATFYaEqQ&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, landmark, point_of_interest, establishment","Monday: 8:30AM - 4:30PM
Tuesday: 8:30AM - 4:30PM
Wednesday: 8:30AM - 4:30PM
Thursday: 8:30AM - 4:30PM
Friday: 8:30AM - 4:30PM
Saturday: 8:30AM - 4:30PM
Sunday: Closed"
MD,National Mall,Washington,Washington,Washington,"38.8875144, -77.0363934",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DMvDoNMjp2ybxkGZbrpH3ECV5RoAK3Y3T2GhiKJfXHfSgmdUMp7lFCWorQ1m5oUkGm1PPIeNtfFqfEYUjEOV6QgSkjzwkCL2dvEfQ81DgWDP3DdKfVcjZItHAOV3W3hS1cB37w60op3Z8QoLwViaqQvWz6CaCoHWHc2cKwk6DHP4VME&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"park, tourist_attraction, point_of_interest, establishment","Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
MD,Montpelier Farms,"1720 Robert S. Crain Highway, Upper Marlboro",Upper Marlboro,20774,"38.864572, -76.722904",4.2,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPN1PItREmAi921jcI11vbg4jQNDAFYl9aT55ELqSjNQh8LN6PXhDbD_YWEHdUEk11IoZmxAGXd_1DFtGY0JWo6_M2YnTmzqHvomMxfOPYJnzig8ttcdYn4F1dgnCaTrHZx047g7FA4zv11BhatSYy5I3TAzu2y-wn-5fI32WL6ruub&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: Closed
Tuesday: 10:00AM - 3:00PM
Wednesday: 10:00AM - 3:00PM
Thursday: 10:00AM - 3:00PM
Friday: Closed
Saturday: 10:00AM - 9:00PM
Sunday: 10:00AM - 6:00PM"
MD,Washington National Cathedral,"3101 Wisconsin Ave NW, Washington",Washington,20016,"38.9305946, -77.0707808",4.8,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DOFRXuFbyQ0zpM55gilXQzwNr2w6bM-aIo8Y8AAc3perrWsXlfhk8Yi8pbxxtX3OQtsj9QXgGcDc9Um1N6Uti1OmEQGp5DFvcBalSbmpzk_lOtBPiO6YY8W-EnB-jUcrwPqqlGKflIjTsmSnM2k_67Kt7mIhETwnW6Dklp1lJ0cuoDx&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, church, place_of_worship, point_of_interest, establishment",N/A
MD,Eastern Market,"225 7th Street Southeast, Washington",Washington,20003,"38.8864481, -76.996479",4.5,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPIGay2mINk93dVPHZpv9Hv3g76U3AJABkw2WCr10fvoyk0J2ljX3IfBc7fP4zrN9-j35UtEXrrmtlsNW3pcAkKBZ5-jVbUG1cSy-gDzUlsRHsibNOCSKeBRZ6qvSataDUvm0onRWUTJnQCNCjdbSdMn7SKD7CBTopRhEuLxc57c1oO&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, point_of_interest, establishment","Monday: Closed
Tuesday: 8:00AM - 6:00PM
Wednesday: 8:00AM - 6:00PM
Thursday: 8:00AM - 6:00PM
Friday: 8:00AM - 6:00PM
Saturday: 8:00AM - 6:00PM
Sunday: 8:00AM - 5:00PM"
MD,National Geographic Museum of Exploration,"1145 17th Street Northwest, Washington",Washington,20036,"38.9051153, -77.03811689999999",4.3,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DNqBP2Gpp-GG0Z6DrANpEI0jy4NIRjazc5ZOUYOsraRR7fmgdkqQ9ZiRJ-YGctz4m5_KCMXbkMHwmr9eUz6Im6nBygfiaQlec0TrUUtL_s6fu9ULgRu6U14Ayn_qmtyn66typNhwamY0Jb3OZA8tDApkIsGTHAwiw6yQg-sI60gMW_B&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"museum, tourist_attraction, point_of_interest, establishment",N/A
MD,The Phillips Collection,"1600 21st Street Northwest, Washington",Washington,20009,"38.9118575, -77.0469689",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DP5Uf1TUsrray2u1hpudHbAQTVEBMUQMnYG18510PtV9RJuirJ3oBdx2HJ9SAF0sVlfzNVUT7fgmMv5KmJXkmV5pWc0MyTU552jmNnP6CjxFPfMoOw44u-7cRHXDsMVZNNG_ABD0njxEmO1_u6S6QQ0FVFbKCQJ5Y21Qlv1uf7iTI09&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"art_gallery, tourist_attraction, museum, store, point_of_interest, establishment","Monday: Closed
Tuesday: 10:00AM - 5:00PM
Wednesday: 10:00AM - 5:00PM
Thursday: 10:00AM - 5:00PM
Friday: 10:00AM - 5:00PM
Saturday: 10:00AM - 5:00PM
Sunday: 10:00AM - 5:00PM"
MD,American Visionary Art Museum,"800 Key Highway, Baltimore",Baltimore,21230,"39.2804205, -76.6068947",4.7,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AdCG2DPb_qrXAjlFoSolVlk9KfHQs2jLT3f3pl96H_Orihykf3oTn0d_G-kGYIuWDh7xGJkeF9NF8D9en_LSeKxDSo1sgEyLvbeWYOzKeEuz4TMIb1OSfoxzRA7zZlvj6gUVDck2pDn24OJQ1C4F2a-qe5sdCUU6LKmNnwKfpxXWUmAPjK0A&key=AIzaSyDUWF6pbgXjfbaIBw8oD1rAhzQRejvsDRE,"tourist_attraction, museum, point_of_interest, establishment","Monday: Closed
Tuesday: Closed
Wednesday: 10:00AM - 5:00PM
Thursday: 10:00AM - 5:00PM
Friday: 10:00AM - 5:00PM
Saturday: 10:00AM - 5:00PM
Sunday: 10:00AM - 5:00PM"
